tconst,primaryTitle,startYear,runtimeMinutes,genres,director_name
tt0278966,Banquete das Taras,1982,90,Horror,Carlos Alberto Almeida
tt0083722,Cat People,1982,118,"Fantasy,Horror,Thriller",Paul Schrader
tt1764732,Victims,1982,82,"Drama,Horror,Thriller",Tony Vorno
tt0087746,Mortuary,1982,93,Horror,Howard Avedis
tt0089547,Mansion of the Living Dead,1982,93,Horror,Jesús Franco
tt0199867,Ninja: The Violent Sorceror,1982,90,"Action,Fantasy,Horror",Godfrey Ho
tt0084516,Poltergeist,1982,114,"Horror,Thriller",Tobe Hooper
tt0083868,Early Frost,1982,92,"Drama,Horror,Thriller",Geoffrey Brown
tt0082334,The Entity,1982,125,"Drama,Horror",Sidney J. Furie
tt0084899,White Dog,1982,90,"Drama,Horror",Samuel Fuller
tt0084658,The Sender,1982,91,"Drama,Horror,Sci-Fi",Roger Christian
tt0086486,Oasis of the Zombies,1982,82,Horror,Jesús Franco
tt0084777,Tenebrae,1982,101,"Horror,Mystery,Thriller",Dario Argento
tt0080438,Satan's Baby Doll,1982,75,Horror,Mario Bianchi
tt0083526,The Aftermath,1982,95,"Action,Horror,Sci-Fi",Steve Barkett
tt7683462,Cannibal Love,1982,89,Horror,Joe D'Amato
tt2494868,Bayi Ajaib,1982,94,Horror,Tindra Rengat
tt0123915,Invaders of the Lost Gold,1982,90,"Action,Adventure,Horror",Alan Birkinshaw
tt0084719,The New York Ripper,1982,85,"Horror,Mystery,Thriller",Lucio Fulci
tt0084787,The Thing,1982,109,"Horror,Mystery,Sci-Fi",John Carpenter
tt0086050,One Dark Night,1982,89,Horror,Tom McLoughlin
tt0083868,Early Frost,1982,92,"Drama,Horror,Thriller",Brian McDuffie
tt0129855,The Curse of the Screaming Dead,1982,91,Horror,Tony Malanowski
tt0083803,Deadly Games,1982,95,"Horror,Mystery",Scott Mansfield
tt0087555,The Clairvoyant,1982,97,"Horror,Mystery,Thriller",Armand Mastroianni
tt0084395,Class Reunion,1982,84,"Comedy,Horror",Michael Miller
tt0083275,Variola Vera,1982,110,"Drama,History,Horror",Goran Markovic
tt1245483,The Crooked Arrangement,1982,64,"Adult,Crime,Horror",Roger Marks
tt0083585,The Scorpion with Two Tails,1982,98,"Crime,Horror,Mystery",Sergio Martino
tt0131496,Nero and Poppea - An Orgy of Power,1982,108,"Drama,History,Horror",Bruno Mattei
tt0084684,Silent Rage,1982,103,"Action,Crime,Horror",Michael Miller
tt0085415,Death Screams,1982,88,Horror,David Nelson
tt0229480,Island of Blood,1982,82,"Horror,Mystery,Thriller",William T. Naud
tt28363855,A Ghost Love Story of Japan,1982,91,Horror,Umeo Minamino
tt0083972,Friday the 13th: Part 3,1982,95,"Horror,Thriller",Steve Miner
tt0083629,The Beast Within,1982,98,Horror,Philippe Mora
tt0127920,The Taming of Rebecca,1982,68,"Adult,Horror",Phil Prince
tt0164879,Exposed to Danger,1982,87,"Action,Horror",Karen Yang
tt0127918,Tales of the Bizarre,1982,61,"Adult,Horror",Phil Prince
tt0124818,Orgasmo esotico,1982,89,"Adult,Horror",Mario Siciliano
tt0334749,Yezhaam Rathri,1982,,"Horror,Thriller",V. Krishna Kumar
tt0128616,The Story of Prunella,1982,50,"Adult,Crime,Horror",Phil Prince
tt0084586,Human Lanterns,1982,99,"Action,Horror",Chung Sun
tt0082141,La casa de las siete tumbas,1982,90,"Fantasy,Horror",Pedro Stocki
tt0084464,Pandemonium,1982,82,"Comedy,Horror,Mystery",Alfred Sole
tt0083542,Alone in the Dark,1982,92,"Drama,Horror,Thriller",Jack Sholder
tt0086050,One Dark Night,1982,89,Horror,Michael Schroeder
tt0082361,The Fan,1982,92,"Drama,Horror,Music",Eckhart Schmidt
tt0082744,Midnight,1982,94,"Horror,Thriller",John A. Russo
tt0085471,Echoes,1982,89,"Drama,Horror,Mystery",Arthur Allan Seidelman
tt30957340,Waew Siang Phrai,1982,,Horror,Rangsri Tasanapayak
tt0343495,Buaya Putih,1982,94,"Fantasy,Horror",Fritz G. Schadt
tt7943032,Ek Daav Bhutacha,1982,,"Comedy,Fantasy,Horror",Ravi Namade
tt0084416,"No grazie, il caffè mi rende nervoso",1982,109,"Comedy,Horror,Mystery",Lodovico Gasparini
tt0082910,Piranha II: The Spawning,1982,94,"Horror,Sci-Fi,Thriller",Miller Drake
tt0084796,Time Walker,1982,83,"Horror,Sci-Fi",Tom Kennedy
tt20338704,Zhong Guo kai guo qi tan,1982,,Horror,Chu-Chin Wang
tt0285808,Nyi Blorong,1982,82,"Fantasy,Horror",Sisworo Gautama Putra
tt0084182,Julie Darling,1982,90,"Crime,Drama,Horror",Paul Nicholas
tt0086013,Nightbeast,1982,81,"Horror,Sci-Fi",Dave Geatty
tt0285496,Blue Woman,1982,68,"Drama,Horror",Katsuhiko Fujii
tt0125308,"Baker County, U.S.A.",1982,95,"Action,Horror,Thriller",William Fruet
tt0123796,Fair Game,1982,88,"Drama,Horror,Thriller",Christopher Fitchett
tt0086013,Nightbeast,1982,81,"Horror,Sci-Fi",Don Dohler
tt0087336,Girls Nite Out,1982,96,"Horror,Mystery,Thriller",Robert Deubel
tt0234201,Mélodie pour Manuella,1982,119,"Adult,Drama,Horror",Joe de Palmer
tt0084661,El ser,1982,77,Horror,Stefano D'Arbo
tt0084061,Hell Has No Boundary,1982,91,"Crime,Horror,Thriller",Kuen Yeung
tt0083375,The Escapees,1982,95,"Adventure,Drama,Horror",Jean Rollin
tt0080787,The Ghost Dance,1982,96,"Horror,Thriller",Peter F. Buffa
tt0084913,Wolf Devil Woman,1982,85,"Action,Fantasy,Horror",Ling Chang
tt0084408,Next of Kin,1982,89,"Horror,Mystery",Tony Williams
tt4626862,Strange Tales of Magic,1982,86,Horror,Chi Lo
tt0122318,The Witch with Flying Head,1982,92,"Fantasy,Horror",Jen-Chieh Chang
tt0085636,Halloween III: Season of the Witch,1982,98,"Horror,Mystery,Sci-Fi",Tommy Lee Wallace
tt0279364,A Reencarnação do Sexo,1982,80,Horror,Luiz Castellini
tt0199913,Oriental Voodoo,1982,,Horror,Yuen Woo-Ping
tt0083550,Amityville II: The Possession,1982,104,Horror,Damiano Damiani
tt0083654,Bin mei,1982,88,Horror,Pak Tong Cheuk
tt0245400,Runaway Nightmare,1982,94,"Action,Comedy,Horror",Mike Cartel
tt0096474,Ghost Nursing,1982,90,Horror,Wilson Tong
tt0082338,Turkey Shoot,1982,80,"Action,Drama,Horror",Brian Trenchard-Smith
tt1230465,Baby Sitter,1982,98,"Adult,Horror,Thriller",Alberto Cavallone
tt0087592,The Last Horror Film,1982,87,"Comedy,Horror",David Winters
tt0258022,Les petites sauvages,1982,95,Horror,Roger Darton
tt0086971,The Black Room,1982,88,"Horror,Thriller",Norman Thaddeus Vane
tt0082025,The Appointment,1982,90,Horror,Lindsey C. Vickers
tt0084587,The Dead and the Deadly,1982,97,"Action,Comedy,Horror",Wu Ma
tt0084735,A Stranger Is Watching,1982,92,"Crime,Horror,Thriller",Sean S. Cunningham
tt0084357,The Living Dead Girl,1982,90,"Drama,Horror",Jean Rollin
tt0086610,Xtro,1982,84,"Horror,Sci-Fi",Harry Bromley Davenport
tt0082279,The Dorm That Dripped Blood,1982,88,"Horror,Mystery,Thriller",Stephen Carpenter
tt0100472,Calamity of Snakes,1982,86,"Action,Horror",Chi Chang
tt0083670,Boardinghouse,1982,88,"Comedy,Horror",John Wintergate
tt0210894,Pat una donna particolare,1982,96,"Adult,Horror",Alberto Cavallone
tt0084348,Mongrel,1982,88,Horror,Robert A. Burns
tt0084096,The House Where Evil Dwells,1982,88,"Drama,Horror",Kevin Connor
tt0471944,"Ti spacco il muso, bimba!",1982,94,"Comedy,Horror",Mario Carbone
tt0314228,Devil Returns,1982,88,"Drama,Horror,Thriller",Yao-Chi Chen
tt0083310,Wacko,1982,87,"Comedy,Horror,Mystery",Greydon Clark
tt0084661,El ser,1982,77,Horror,Sebastián D'Arbó
tt0082669,The Loch Ness Horror,1982,89,"Adventure,Horror",Larry Buchanan
tt0084650,The Secret of the Mummy,1982,85,"Comedy,Horror",Ivan Cardoso
tt0226259,Female Teacher: In Front of the Students,1982,69,"Drama,Horror,Mystery",Yasuaki Uegaki
tt0083659,Blood Link,1982,98,"Crime,Horror",Alberto De Martino
tt8147030,World War Mud,1982,55,"Action,Horror,Sci-Fi",Tasciotti
tt0084694,The Slayer,1982,90,"Horror,Mystery,Thriller",J.S. Cardone
tt12936328,Jin Galunggung,1982,93,Horror,Ratno Timoer
tt0083801,Deadly Eyes,1982,87,"Horror,Sci-Fi,Thriller",Robert Clouse
tt0126814,Big Meat Eater,1982,82,"Comedy,Horror,Musical",Chris Windsor
tt0194634,27 horas con la muerte,1982,113,"Drama,Horror",Jairo Pinilla
tt0082748,Pieces,1982,85,"Horror,Mystery,Thriller",Juan Piquer Simón
tt1865474,Pembalasan Nini Towok,1982,,Horror,B.Z. Kadaryono
tt0341436,Dracula Rises,1982,92,"Adventure,Horror",Hyeong-pyo Lee
tt0083031,Demon Rage,1982,98,Horror,James Polakof
tt0084581,Regreso del más allá,1982,,Horror,Juan José Porto
tt0075035,Panic,1982,90,"Horror,Sci-Fi",Tonino Ricci
tt0085694,The House on Sorority Row,1982,91,"Horror,Mystery,Thriller",Mark Rosman
tt0083030,Santo vs. the TV Killer,1982,78,"Action,Adventure,Horror",Rafael Pérez Grovas
tt30944594,Yogwongoegwon,1982,98,Horror,Yoon Kyo Park
tt0186192,The House in the Woods,1982,120,"Drama,Horror,Romance",Butch Perez
tt0083724,El cepo,1982,122,"Fantasy,Horror",Francisco Rodríguez Gordillo
tt4137628,Panasnya Selimut Malam,1982,86,"Fantasy,Horror",Wahab Abdi
tt0082279,The Dorm That Dripped Blood,1982,88,"Horror,Mystery,Thriller",Jeffrey Obrow
tt0084636,Klynham Summer,1982,88,"Horror,Mystery,Thriller",Sam Pillsbury
tt0288217,White Rose Campus: Then Everybody Gets Raped,1982,66,"Crime,Horror",Kôyû Ohara
tt0164879,Exposed to Danger,1982,87,"Action,Horror",Chia-Yun Yang
tt0095123,Leng yan sha ji,1982,,"Crime,Horror,Thriller",Chia-Yun Yang
tt7606156,Nightmarish Highway,1982,90,Horror,Feng-Pan Yao
tt0193438,Pure Blood,1982,90,"Crime,Horror",Luis Ospina
tt0084739,Superstition,1982,85,Horror,James W. Roberson
tt3616290,Silent Death,1981,69,Horror,Vaughn Christion
tt0083159,Ta' mej doktorn,1981,87,"Adult,Drama,Horror",Gérard Grégory
tt0226121,Summer of Evil,1981,96,"Crime,Drama,Horror",Yukio Ninagawa
tt0084854,Venom,1981,92,"Horror,Thriller",Piers Haggard
tt28347783,Final Showing,1981,62,"Horror,Thriller",Frank Jacobs
tt0082481,Bewitched,1981,101,"Crime,Horror,Thriller",Chih-Hung Kuei
tt0199148,Kung Fu Zombie,1981,80,"Action,Comedy,Horror",Shan Hua
tt0293279,Incense and Peppermints,1981,,"Horror,Musical",Todd Hughes
tt0084133,The Incubus,1981,93,"Horror,Mystery,Thriller",John Hough
tt0082812,Night School,1981,88,"Horror,Mystery,Thriller",Ken Hughes
tt0164977,Bloody Parrot,1981,97,"Action,Horror,Mystery",Shan Hua
tt0166985,Angel Guts: Red Porno,1981,67,"Drama,Horror,Thriller",Toshiharu Ikeda
tt0934571,Corpse Mania,1981,81,"Crime,Horror,Mystery",Chih-Hung Kuei
tt0082084,Bloody Birthday,1981,85,"Horror,Thriller",Ed Hunt
tt5820782,Shadow of a Ghost,1981,98,"Horror,Sci-Fi",Ling Huang
tt0082449,Ghost Story,1981,110,"Drama,Horror,Thriller",John Irvin
tt0082378,Final Exam,1981,89,"Horror,Thriller",Jimmy Huston
tt0425657,Evil Spirit,1981,100,"Drama,Horror",Yeong-hyo Kim
tt0083144,The Survivor,1981,87,"Fantasy,Horror,Mystery",David Hemmings
tt0418719,Hannyeo,1981,93,Horror,Yu-seob Lee
tt3953852,Gui wa wa gao yu zhuang,1981,,"Drama,Horror",Yung-Sheng Mu
tt0082802,Neon Nights,1981,85,"Adult,Fantasy,Horror",Cecil Howard
tt7244228,Ghost Money,1981,123,Horror,Chana Krapayun
tt0082367,Fear No Evil,1981,99,Horror,Frank LaLoggia
tt2091892,The Gate of Hell,1981,76,Horror,Pao-Lun Lu
tt0086113,The Pit,1981,96,"Horror,Mystery",Lew Lehman
tt0082243,Strange Behavior,1981,87,"Horror,Mystery,Sci-Fi",Michael Laughlin
tt0185412,The 14th Daughter of Hsin Family,1981,101,"Drama,History,Horror",Han Hsiang Li
tt0082626,A Monstrous Corpse,1981,85,"Fantasy,Horror",Beom-gu Kang
tt0122191,Night Evil Soul,1981,90,Horror,Chuo-Chi Leung
tt0081175,The National Mummy,1981,85,"Comedy,Horror",José Ramón Larraz
tt0301345,Suddenly in the Dark,1981,100,Horror,Young Nam Ko
tt0220695,The Hut,1981,93,"Drama,Horror,Mystery",Lee Doo-yong
tt0082498,Happy Birthday to Me,1981,110,"Horror,Mystery,Thriller",J. Lee Thompson
tt0082700,Cannibal Ferox,1981,93,"Adventure,Horror",Umberto Lenzi
tt0221902,A Day of Judgment,1981,92,"Drama,Horror",Charles Reynolds
tt39246728,Mayat Hidup,1981,,"Comedy,Horror",M. Abnar Romli
tt0378008,The Haunted Villa,1981,100,Horror,Lee Doo-yong
tt0122304,Evil Under the Moon,1981,86,Horror,In Soo Kim
tt0082213,The Creature Wasn't Nice,1981,88,"Comedy,Horror,Musical",Bruce Kimmel
tt0164623,Avengers from Hell,1981,,Horror,Pei-Chuan Li
tt27845211,From the Old Earth,1981,46,Horror,Wil Aaron
tt0442474,Sexo Profundo,1981,90,"Drama,Horror",Waldir Kopesky
tt0085224,The Being,1981,82,"Horror,Sci-Fi",Jackie Kong
tt0185412,The 14th Daughter of Hsin Family,1981,101,"Drama,History,Horror",Siang Siong Lee
tt0239548,"Lady, Stay Dead",1981,95,"Drama,Horror,Thriller",Terry Bourke
tt0081455,Scanners,1981,103,"Horror,Sci-Fi,Thriller",David Cronenberg
tt0127162,Prisoner of Pleasure,1981,78,"Adult,Crime,Horror",Shaun Costello
tt0081178,The Monster Club,1981,104,"Comedy,Horror,Musical",Roy Ward Baker
tt0081248,Burial Ground,1981,85,Horror,Andrea Bianchi
tt0082592,Just Before Dawn,1981,90,"Horror,Thriller",Jeff Lieberman
tt0093468,Madhouse,1981,92,Horror,Ovidio G. Assonitis
tt5820782,Shadow of a Ghost,1981,98,"Horror,Sci-Fi",Baochang Guo
tt0080440,The Black Cat,1981,92,Horror,Lucio Fulci
tt0082533,The Howling,1981,91,Horror,Joe Dante
tt0082966,The House by the Cemetery,1981,86,Horror,Lucio Fulci
tt0082427,The Funhouse,1981,96,Horror,Tobe Hooper
tt0082879,Pandora's Mirror,1981,94,"Adult,Fantasy,Horror",Shaun Costello
tt0368009,Mangalsutra,1981,121,"Horror,Thriller",Vijay B.
tt0084028,Absurd,1981,90,Horror,Joe D'Amato
tt0082813,"Butcher, Baker, Nightmare Maker",1981,96,"Horror,Mystery,Thriller",William Asher
tt0082272,The Strange Case of Dr. Jekyll and Miss Osbourne,1981,91,"Horror,Sci-Fi",Walerian Borowczyk
tt0082245,Deadly Blessing,1981,100,"Horror,Thriller",Wes Craven
tt0083156,Bloody Moon,1981,90,"Horror,Mystery,Thriller",Jesús Franco
tt0082237,Dawn of the Mummy,1981,93,Horror,Frank Agrama
tt0082827,Notturno con grida,1981,75,"Horror,Mystery,Thriller",Ernesto Gastaldi
tt0080607,Delusion,1981,91,Horror,Alan Beattie
tt0082010,An American Werewolf in London,1981,97,"Comedy,Horror",John Landis
tt0082307,The Beyond,1981,87,Horror,Lucio Fulci
tt0235686,Porno Holocaust,1981,113,"Adult,Horror",Joe D'Amato
tt0082362,The Fan,1981,95,"Drama,Horror,Thriller",Ed Bianchi
tt0084854,Venom,1981,92,"Horror,Thriller",Tobe Hooper
tt0082497,The Hand,1981,104,"Drama,Horror,Thriller",Oliver Stone
tt8601530,Leech Wizard,1981,97,Horror,Ackyl Anwari
tt0082377,The Final Conflict,1981,108,Horror,Graham Baker
tt0083907,The Evil Dead,1981,85,Horror,Sam Raimi
tt0080362,The Other Hell,1981,88,"Horror,Mystery,Thriller",Bruno Mattei
tt0082418,Friday the 13th Part 2,1981,87,"Horror,Mystery,Thriller",Steve Miner
tt0082782,My Bloody Valentine,1981,90,"Horror,Mystery,Thriller",George Mihalka
tt0081415,The Night of the Werewolf,1981,92,Horror,Paul Naschy
tt0185412,The 14th Daughter of Hsin Family,1981,101,"Drama,History,Horror",Mu Chu
tt0202496,Night of Horror,1981,76,Horror,Tony Malanowski
tt0439015,Tonkei shinjû,1981,91,"Drama,Horror",Yoshihiko Matsui
tt0084941,Life After Life,1981,88,Horror,Wai-Chuen Yung
tt0128232,Ghost Keeper,1981,89,"Horror,Thriller",Jim Makichuk
tt0082118,The Burning,1981,91,Horror,Tony Maylam
tt0285503,Female Teacher Rope Hell,1981,81,"Drama,Horror",Shôgorô Nishimura
tt0083101,Sobrenatural,1981,100,Horror,Eugenio Martín
tt0075187,Six Tickets to Hell,1981,90,"Drama,Horror",Fernando Siro
tt6939326,Dukun ilmu hitam,1981,87,"Drama,Horror,Mystery",A. Harris
tt3301848,Fangs,1981,100,"Comedy,Horror,Musical",Mohammed Shebl
tt2885772,Desutoraru,1981,62,Horror,Makoto Shinozaki
tt5820782,Shadow of a Ghost,1981,98,"Horror,Sci-Fi",Weimin Jiang
tt0204030,Violence and Flesh,1981,93,"Crime,Horror",Alfredo Sternheim
tt1693910,Setinggan,1981,90,"Comedy,Horror,Mystery",Aziz Sattar
tt0081995,Island of the Evil Spirits,1981,131,"Drama,Horror,Mystery",Masahiro Shinoda
tt0082818,Nightmare,1981,97,Horror,Romano Scavolini
tt0078871,The Queen of Black Magic,1981,90,"Drama,Horror",Liliek Sudjio
tt0082991,Revenge of the Corpse,1981,92,"Action,Horror",Chung Sun
tt0082811,Nightdreams,1981,78,"Adult,Fantasy,Horror",Francis Delia
tt10051186,Kabut Ungu di Bibir Pantai,1981,103,"Drama,Horror",Dasri Jacob
tt0082242,Dead & Buried,1981,94,"Horror,Mystery",Gary Sherman
tt0083183,The Territory,1981,100,"Drama,Horror",Raúl Ruiz
tt0085518,Faces of Death II,1981,85,"Documentary,Horror",John Alan Schwartz
tt2404382,Phra Rot-Meri,1981,126,"Comedy,Fantasy,Horror",Sompote Sands
tt0082827,Notturno con grida,1981,75,"Horror,Mystery,Thriller",Vittorio Salerno
tt0191341,Parano,1981,80,"Drama,Horror",Bernard Dubois
tt0082699,Samurai Reincarnation,1981,122,"Action,Fantasy,Horror",Kinji Fukasaku
tt0934959,Wolf,1981,91,"Action,Horror,Thriller",Sisworo Gautama Putra
tt1090333,"My heritage, insanity",1981,100,"Horror,Mystery,Thriller",Mehdi Fakhimzadeh
tt0281241,Sundelbolong,1981,102,"Drama,Fantasy,Horror",Sisworo Gautama Putra
tt0082511,Hell Night,1981,101,"Horror,Thriller",Tom DeSimone
tt0082696,Madman,1981,88,"Horror,Thriller",Joe Giannone
tt0225465,Office Lady Rope Slave,1981,68,"Drama,Horror",Katsuhiko Fujii
tt0097942,Mystics in Bali,1981,86,"Fantasy,Horror,Thriller",H. Tjut Djalil
tt0260705,"Aqui, Tarados!",1981,81,"Comedy,Horror",John Doo
tt0288907,Zoom Up: Sexual Crime Report,1981,69,"Crime,Horror,Thriller",Katsuhiko Fujii
tt0082467,Graduation Day,1981,96,"Horror,Mystery,Thriller",Herb Freed
tt0081489,Bloody Sex,1981,82,Horror,Manuel Esteba
tt0081286,Murder Syndrome,1981,92,"Horror,Mystery",Riccardo Freda
tt0196373,The Best of Sex and Violence,1981,76,"Comedy,Documentary,Horror",Ken Dixon
tt0151070,The Intruder,1981,91,"Drama,Fantasy,Horror",David F. Eustace
tt0081027,Zombie Lake,1981,90,Horror,Julian de Laserna
tt0083159,Ta' mej doktorn,1981,87,"Adult,Drama,Horror",Andrei Feher
tt0260705,"Aqui, Tarados!",1981,81,"Comedy,Horror",Ody Fraga
tt0083034,Savage Harvest,1981,87,"Adventure,Horror,Thriller",Robert L. Collins
tt10466064,Qi yue you ling,1981,91,"Drama,Horror",Chung-Kuang Wang
tt0082346,Evilspeak,1981,97,Horror,Eric Weston
tt0082804,The Nesting,1981,103,"Horror,Mystery,Thriller",Armand Weston
tt0333049,Aarathi,1981,,"Action,Drama,Horror",P. Chandrakumar
tt0082580,Jaws of Satan,1981,92,Horror,Bob Claver
tt0082094,The Boogens,1981,95,"Horror,Sci-Fi,Thriller",James L. Conway
tt0221322,In the Wink of an Eye,1981,90,"Crime,Drama,Horror",Mike De Leon
tt7360290,Gondoruwo,1981,84,Horror,Ratno Timoer
tt0083033,Saturday the 14th,1981,75,"Comedy,Fantasy,Horror",Howard R. Cohen
tt0082257,Demonoid,1981,78,Horror,Alfredo Zacarías
tt0082425,Full Moon High,1981,93,"Comedy,Fantasy,Horror",Larry Cohen
tt0083178,Tattoo,1981,103,"Drama,Horror,Thriller",Bob Brooks
tt0083352,Dreadnaught,1981,95,"Action,Comedy,Horror",Yuen Woo-Ping
tt7975690,Rope of Hell: A Nun's Story,1981,62,"Crime,Horror,Thriller",Mamoru Watanabe
tt8618986,Living Soul in Dead Body,1981,90,"Horror,Thriller",Chung-Kuang Wang
tt1841859,Takbo... Peter... Takbo!,1981,,"Comedy,Fantasy,Horror",Chiquito
tt0084090,Inseminoid,1981,93,"Horror,Sci-Fi",Norman J. Warren
tt0082431,Galaxy of Terror,1981,81,"Action,Adventure,Horror",Bruce D. Clark
tt0083133,Student Bodies,1981,86,"Comedy,Horror,Mystery",Michael Ritchie
tt0082410,Frankenstein Island,1981,97,"Horror,Sci-Fi",Jerry Warren
tt0082527,X-Ray,1981,89,"Horror,Thriller",Boaz Davidson
tt0082153,Masked Avengers,1981,92,"Action,Drama,Horror",Cheh Chang
tt0260705,"Aqui, Tarados!",1981,81,"Comedy,Horror",David Cardoso
tt0082079,Black Lizard,1981,86,"Action,Drama,Horror",Yuen Chor
tt0082466,Visitors from the Arkana Galaxy,1981,82,"Comedy,Fantasy,Horror",Dusan Vukotic
tt0229335,The Devil,1981,86,"Horror,Mystery",Jen-Chieh Chang
tt0081677,The Last Shark,1981,88,Horror,Enzo G. Castellari
tt7607934,The Summerset Sisters,1981,89,Horror,Roy Stackhouse
tt0243036,Years of the Beast,1981,98,"Horror,Sci-Fi",D. Paul Thomas
tt0865481,Kamay ni Hilda,1981,,"Drama,Horror",Armando De Guzman
tt0081027,Zombie Lake,1981,90,Horror,Jean Rollin
tt0083336,Wolfen,1981,115,"Horror,Thriller",Michael Wadleigh
tt0457872,"Diana, Eva: Two Strange Women",1981,88,"Drama,Horror,Mystery",Jair Correia
tt0182996,Don't Go in the Woods,1981,82,"Horror,Thriller",James Bryan
tt0177016,Mulher Objeto,1981,125,"Drama,Horror",Silvio de Abreu
tt0082933,Possession,1981,124,"Drama,Horror",Andrzej Zulawski
tt0082951,The Prowler,1981,89,"Horror,Mystery,Thriller",Joseph Zito
tt0082352,Eyes of a Stranger,1981,84,"Horror,Thriller",Ken Wiederhorn
tt0367595,Chehre Pe Chehra,1981,140,"Drama,Horror,Romance",Raj Tilak
tt0078751,Alison's Birthday,1981,99,"Horror,Mystery",Ian Coughlan
tt0083347,The Imp,1981,95,Horror,Dennis Yu
tt27449905,The Woman from Hell,1981,95,"Horror,Thriller",Chung-Kuang Wang
tt0295468,Night of Destiny,1981,84,Horror,Helmer von Lützelburg
tt3549250,Atrapados,1981,92,"Fantasy,Horror",Matthew Patrick
tt0083133,Student Bodies,1981,86,"Comedy,Horror,Mystery",Mickey Rose
tt0082522,Home Sweet Home,1981,85,Horror,Nettie Peña
tt0083805,Death Valley,1981,87,"Crime,Drama,Horror",Dick Richards
tt0082620,Kiss Daddy Goodbye,1981,92,"Drama,Horror",Patrick Regan
tt0082815,Night of the Zombies,1981,88,"Horror,Sci-Fi",Joel M. Reed
tt0122772,Wolf Hour,1981,86,"Horror,Thriller",Jens Ravn
tt0122310,Mangryongui Wechingturesu,1981,94,Horror,Yoon Kyo Park
tt0260077,Hotel,1981,135,"Horror,Mystery",Shyam Ramsay
tt0185675,Shen tai mao,1981,,"Comedy,Horror",Kan-Ping Yu
tt0259958,Dahshat,1981,,Horror,Tulsi Ramsay
tt0259958,Dahshat,1981,,Horror,Shyam Ramsay
tt0082364,Fantasma d'amore,1981,96,"Drama,Horror,Mystery",Dino Risi
tt0260077,Hotel,1981,135,"Horror,Mystery",Tulsi Ramsay
tt0267924,The Search,1981,,"Drama,Horror",Biplab Roy Chowdhury
tt0122252,Shocking!,1981,,"Horror,Mystery",Feng-Pan Yao
tt0260344,Sannata,1981,125,"Horror,Mystery",Tulsi Ramsay
tt10442086,Yuan hun bu san,1981,,"Drama,Horror",Feng-Pan Yao
tt0074390,The Demon,1981,94,Horror,Percival Rubens
tt0082495,Halloween II,1981,92,Horror,Rick Rosenthal
tt0260344,Sannata,1981,125,"Horror,Mystery",Shyam Ramsay
tt3305214,The Mid-Night,1981,92,Horror,Feng-Pan Yao
tt0080495,La capilla ardiente,1981,90,"Drama,Fantasy,Horror",Carlos Puerto
tt0082769,Mystery on Monster Island,1981,105,"Adventure,Comedy,Horror",Juan Piquer Simón
tt0086262,Scream,1981,82,"Horror,Mystery",Byron Quisenberry
tt0086449,To All a Goodnight,1980,87,"Horror,Mystery,Thriller",David Hess
tt0079788,Zombie Holocaust,1980,84,"Adventure,Horror,Mystery",Marino Girolami
tt0445282,Hex vs. Witchcraft,1980,96,"Comedy,Fantasy,Horror",Chih-Hung Kuei
tt0334281,Shakthi,1980,138,"Action,Horror,Thriller",Vijayanand
tt0081738,The Watcher in the Woods,1980,84,"Family,Horror,Mystery",John Hough
tt0080645,Don't Answer the Phone!,1980,94,"Horror,Thriller",Robert Hammer
tt0188557,Demented,1980,87,"Drama,Horror,Thriller",Arthur Jeffreys
tt0081618,Terror en el tren de medianoche,1980,85,Horror,Manuel Iglesias
tt0474689,Gabi ng lagim ngayon,1980,,Horror,Cirio H. Santiago
tt0796605,Shadows of the Mind,1980,80,"Horror,Thriller",Roger Watkins
tt1373214,Rahasya Rathri,1980,,Horror,M.S. Kumar
tt12569846,The Ghost Building,1980,95,Horror,Yan Chang
tt0080658,Dr. Heckyl and Mr. Hype,1980,99,"Comedy,Drama,Horror",Charles B. Griffith
tt0079573,Monstroid,1980,78,"Horror,Sci-Fi",Kenneth Hartford
tt0078749,Alien 2: On Earth,1980,92,"Adventure,Horror,Sci-Fi",Ciro Ippolito
tt0081793,Christmas Evil,1980,100,"Horror,Thriller",Lewis Jackson
tt0175153,Sex Hunter,1980,67,"Drama,Horror",Toshiharu Ikeda
tt0081782,Hex,1980,97,"Crime,Fantasy,Horror",Chih-Hung Kuei
tt0245262,Maria - Nur die Nacht war ihr Zeuge,1980,81,"Drama,Horror,Thriller",Ernst Hofbauer
tt6242898,The Horrible Honeymoon Tour,1980,,Horror,Tien-Yung Hsu
tt0288905,Zoom In: Sex Apartments,1980,68,"Horror,Mystery",Naosuke Kurosawa
tt0123448,Bella,1980,85,"Adult,Drama,Horror",Alexander Kubelka
tt0081314,Patrick Still Lives,1980,92,"Crime,Horror,Sci-Fi",Mario Landi
tt0080527,The Children,1980,93,"Horror,Sci-Fi",Max Kalmanowicz
tt0081383,Prom Night,1980,92,"Horror,Mystery,Thriller",Paul Lynch
tt0081112,Eaten Alive!,1980,92,"Adventure,Horror",Umberto Lenzi
tt7014582,Headless Ghost,1980,,Horror,Vithit Utsahajit
tt0081186,Mother's Day,1980,91,"Comedy,Horror,Thriller",Charles Kaufman
tt0122093,Grudge of the Moon Lady,1980,90,Horror,In Soo Kim
